"Record ID","About Us","Annual Revenue","Campaign of last booking in meetings tool","City","Close Date","Company Domain Name","Company Keywords","Company name","Company owner","Country/Region","Country/Region Code","Create Date","Created by user ID","Current Customer","Date of last meeting booked in meetings tool","Days to Close","Demo Company ID","Demo Created Date","Description","Domain status","Employee range","Facebook Company Page","Facebook Fans","First Contact Create Date","First Conversion","First Conversion Date","First Deal Created Date","First Touch Converting Campaign","Google Plus Page","GTM Industry","Has been enriched","HubSpot Team","ICP Fit","Ideal Customer Profile Tier","Industry","Industry group","Intent Signals active","Is Public","Last Activity Date","Last Booked Meeting Date","Last Contacted","Last Engagement Date","Last Logged Call Date","Last Logged Outgoing Email Date","Last Modified Date","Last Open Task Date","Last Touch Converting Campaign","Latest suggested contact date","Latest Suggested Contact Timestamp","Latest Traffic Source","Latest Traffic Source Data 1","Latest Traffic Source Data 2","Latest Traffic Source Timestamp","Lead Status","Lifecycle Stage","LinkedIn Bio","LinkedIn Company Page","Linkedin handle","Logo URL","Max recommendation score","Medium of last booking in meetings tool","Merged Company IDs","Next Activity Date","Next Renewal Date","Number of Active Contracts","Number of Associated Contacts","Number of Associated Deals","Number of blockers","Number of child companies","Number of contacts with a buying role","Number of decision makers","Number of Employees","Number of Form Submissions","Number of open deals","Number of Pageviews","Number of Sessions","Number of times contacted","Original Traffic Source","Original Traffic Source Drill-Down 1","Original Traffic Source Drill-Down 2","Owner assigned date","Parent Company","Phone Number","Plays","Postal Code","Potential Pain Point","Quick context","Reason To Reach Out","Recent Conversion","Recent Conversion Date","Recent Deal Amount","Recent Deal Close Date","Recent Intent Signals","Record source","Record source detail 1","Record source detail 2","Record source detail 3","Redirect domain","Redirect URL","Revenue Band","Revenue range","Source of last booking in meetings tool","State/Region","State/Region Code","Street Address","Street Address 2","Suggested Contact Count","Target Account","Time First Seen","Time Last Seen","Time of First Session","Time of Last Session","Time Zone","Total Money Raised","Total open deal value","Total Revenue","Twitter Bio","Twitter Followers","Twitter Handle","Type","Updated by user ID","Web Technologies","Website URL","Year Founded","Additional Domains"
"445777004786","","","","Munich","","lumacare.example.com","","LumaCare","","Germany","","2026-09-02 03:58","","","","","COMP-029","2025-09-10","LumaCare develops products and services for organizations working in pharmaceuticals.","","","","","2026-09-02 03:58","","","2026-09-02 03:58","","","Pharmaceuticals","","","Low","","","","","","","","","","","","2026-09-02 03:59","","","","","Offline Sources","INTEGRATION","AI GTM Command Center","2026-09-02 03:58","","Opportunity","","","","","","","","","","0.0","3.0","1.0","0.0","0.0","0.0","0.0","250.0","","0.0","0.0","0.0","","Offline Sources","INTEGRATION","AI GTM Command Center","","","","","","Fragmented customer and patient feedback","","","","","","","","Integration","AI GTM Command Center","","","","","€10M–€50M","","","","","","","","","2026-09-02 03:58","","","","","","","","","","","","","","lumacare.example.com","",""
"445777004785","","","","Hamburg","2026-09-02 03:58","lumabio.example.com","","LumaBio","","Germany","","2026-09-02 03:58","","","","0.0","COMP-028","2025-03-12","LumaBio develops products and services for organizations working in healthcare technology.","","","","","2026-09-02 03:58","","","2026-09-02 03:58","","","Healthcare Technology","","","Low","","","","","","","","","","","","2026-09-02 03:59","","","","","Offline Sources","INTEGRATION","AI GTM Command Center","2026-09-02 03:58","","Customer","","","","","","","","","","0.0","3.0","3.0","0.0","0.0","0.0","0.0","650.0","","2.0","0.0","0.0","","Offline Sources","INTEGRATION","AI GTM Command Center","","","","","","Fragmented customer and patient feedback","","","","","5000.0","2026-08-20 20:00","","Integration","AI GTM Command Center","","","","","€50M–€100M","","","","","","","","","2026-09-02 03:58","","","","","","40000.0","5000.0","","","","","","","lumabio.example.com","",""
"445777004784","","","","Berlin","","insighttechnologies.example.com","","InsightTechnologies","","Germany","","2026-09-02 03:58","","","","","COMP-027","2026-05-30","InsightTechnologies develops products and services for organizations working in digital health.","","","","","2026-09-02 03:58","","","2026-09-02 03:58","","","Digital Health","","","Medium","","","","","","","","","","","","2026-09-02 03:59","","","","","Offline Sources","INTEGRATION","AI GTM Command Center","2026-09-02 03:58","","Opportunity","","","","","","","","","","0.0","5.0","1.0","0.0","0.0","0.0","0.0","25.0","","1.0","0.0","0.0","","Offline Sources","INTEGRATION","AI GTM Command Center","","","","","","Fragmented customer and patient feedback","","","","","","","","Integration","AI GTM Command Center","","","","","€1M–€10M","","","","","","","","","2026-09-02 03:58","","","","","","60000.0","","","","","","","","insighttechnologies.example.com","",""
"445777004783","","","","London","2026-09-02 03:58","insightsystems.example.com","","InsightSystems","","United Kingdom","","2026-09-02 03:58","","","","0.0","COMP-026","2025-03-01","InsightSystems develops products and services for organizations working in biotechnology.","","","","","2026-09-02 03:58","","","2026-09-02 03:58","","","Biotechnology","","","High","","","","","","","","","","","","2026-09-02 03:59","","","","","Offline Sources","INTEGRATION","AI GTM Command Center","2026-09-02 03:58","","Customer","","","","","","","","","","0.0","5.0","2.0","0.0","0.0","0.0","0.0","85.0","","0.0","0.0","0.0","","Offline Sources","INTEGRATION","AI GTM Command Center","","","","","","Slow identification of market needs","","","","","80000.0","2026-08-19 20:00","","Integration","AI GTM Command Center","","","","","€1M–€10M","","","","","","","","","2026-09-02 03:58","","","","","","","110000.0","","","","","","","insightsystems.example.com","",""
"445777004782","","","","Amsterdam","","insightinsights.example.com","","InsightInsights","","Netherlands","","2026-09-02 03:58","","","","","COMP-025","2026-07-24","InsightInsights develops products and services for organizations working in health analytics.","","","","","2026-09-02 03:58","","","2026-09-02 03:58","","","Health Analytics","","","Medium","","","","","","","","","","","","2026-09-02 04:06","","","","","Offline Sources","INTEGRATION","AI GTM Command Center","2026-09-02 03:58","","Opportunity","","","","","","","","","","0.0","5.0","1.0","0.0","0.0","0.0","0.0","120.0","","0.0","0.0","0.0","","Offline Sources","INTEGRATION","AI GTM Command Center","","","","","","Scattered customer intelligence","","","","","","","","Integration","AI GTM Command Center","","","","","€10M–€50M","","","","","","","","","2026-09-02 03:58","","","","","","","","","","","","","","insightinsights.example.com","",""
"445777004781","","","","Paris","","insightbio.example.com","","InsightBio","","France","","2026-09-02 03:58","","","","","COMP-024","2026-02-04","InsightBio develops products and services for organizations working in healthcare technology.","","","","","2026-09-02 03:58","","","","","","Healthcare Technology","","","High","","","","","","","","","","","","2026-09-02 03:59","","","","","Offline Sources","INTEGRATION","AI GTM Command Center","2026-09-02 03:58","","Lead","","","","","","","","","","0.0","1.0","","0.0","0.0","0.0","0.0","60.0","","0.0","0.0","0.0","","Offline Sources","INTEGRATION","AI GTM Command Center","","","","","","Scattered customer intelligence","","","","","","","","Integration","AI GTM Command Center","","","","","€1M–€10M","","","","","","","","","2026-09-02 03:58","","","","","","","","","","","","","","insightbio.example.com","",""
"445777004780","","","","Munich","","helixtechnologies.example.com","","HelixTechnologies","","Germany","","2026-09-02 03:58","","","","","COMP-023","2025-08-07","HelixTechnologies develops products and services for organizations working in pharmaceuticals.","","","","","2026-09-02 03:58","","","","","","Pharmaceuticals","","","Medium","","","","","","","","","","","","2026-09-02 03:59","","","","","Offline Sources","INTEGRATION","AI GTM Command Center","2026-09-02 03:58","","Lead","","","","","","","","","","0.0","1.0","","0.0","0.0","0.0","0.0","60.0","","0.0","0.0","0.0","","Offline Sources","INTEGRATION","AI GTM Command Center","","","","","","Scattered customer intelligence","","","","","","","","Integration","AI GTM Command Center","","","","","€1M–€10M","","","","","","","","","2026-09-02 03:58","","","","","","","","","","","","","","helixtechnologies.example.com","",""
"445777004779","","","","London","","helixhealth.example.com","","HelixHealth","","United Kingdom","","2026-09-02 03:58","","","","","COMP-022","2025-01-16","HelixHealth develops products and services for organizations working in life sciences.","","","","","2026-09-02 03:58","","","2026-09-02 03:58","","","Life Sciences","","","Low","","","","","","","","","","","","2026-09-02 03:59","","","","","Offline Sources","INTEGRATION","AI GTM Command Center","2026-09-02 03:58","","Opportunity","","","","","","","","","","0.0","6.0","2.0","0.0","0.0","0.0","0.0","25.0","","2.0","0.0","0.0","","Offline Sources","INTEGRATION","AI GTM Command Center","","","","","","Limited visibility into customer journeys","","","","","","","","Integration","AI GTM Command Center","","","","","€1M–€10M","","","","","","","","","2026-09-02 03:58","","","","","","25000.0","","","","","","","","helixhealth.example.com","",""
"445777004778","","","","Hamburg","","healthsystems.example.com","","HealthSystems","","Germany","","2026-09-02 03:58","","","","","COMP-021","2025-03-19","HealthSystems develops products and services for organizations working in medical devices.","","","","","2026-09-02 03:58","","","","","","Medical Devices","","","Low","","","","","","","","","","","","2026-09-02 04:14","","","","","Offline Sources","INTEGRATION","AI GTM Command Center","2026-09-02 03:58","","Lead","","","","","","","","","","0.0","1.0","","0.0","0.0","0.0","0.0","400.0","","0.0","0.0","0.0","","Offline Sources","INTEGRATION","AI GTM Command Center","","","","","","Manual commercial reporting","","","","","","","","Integration","AI GTM Command Center","","","","","€10M–€50M","","","","","","","","","2026-09-02 03:58","","","","","","","","","","","","","","healthsystems.example.com","",""
"445777004777","","","","Cologne","","healthresearch.example.com","","HealthResearch","","Germany","","2026-09-02 03:58","","","","","COMP-020","2026-03-09","HealthResearch develops products and services for organizations working in pharmaceuticals.","","","","","2026-09-02 03:58","","","2026-09-02 03:58","","","Pharmaceuticals","","","High","","","","","","","","","","","","2026-09-02 03:59","","","","","Offline Sources","INTEGRATION","AI GTM Command Center","2026-09-02 03:58","","Opportunity","","","","","","","","","","0.0","5.0","1.0","0.0","0.0","0.0","0.0","85.0","","1.0","0.0","0.0","","Offline Sources","INTEGRATION","AI GTM Command Center","","","","","","Time-consuming research workflows","","","","","","","","Integration","AI GTM Command Center","","","","","€1M–€10M","","","","","","","","","2026-09-02 03:58","","","","","","5000.0","","","","","","","","healthresearch.example.com","",""
"445777004776","","","","Munich","","healthlabs.example.com","","HealthLabs","","Germany","","2026-09-02 03:58","","","","","COMP-019","2025-04-22","HealthLabs develops products and services for organizations working in healthcare technology.","","","","","2026-09-02 03:58","","","","","","Healthcare Technology","","","High","","","","","","","","","","","","2026-09-02 03:59","","","","","Offline Sources","INTEGRATION","AI GTM Command Center","2026-09-02 03:58","","Lead","","","","","","","","","","0.0","1.0","","0.0","0.0","0.0","0.0","250.0","","0.0","0.0","0.0","","Offline Sources","INTEGRATION","AI GTM Command Center","","","","","","Limited visibility into customer journeys","","","","","","","","Integration","AI GTM Command Center","","","","","€10M–€50M","","","","","","","","","2026-09-02 03:58","","","","","","","","","","","","","","healthlabs.example.com","",""
"445777004775","","","","Rotterdam","","healthinsights.example.com","","HealthInsights","","Netherlands","","2026-09-02 03:58","","","","","COMP-018","2025-02-25","HealthInsights develops products and services for organizations working in clinical research.","","","","","2026-09-02 03:58","","","2026-09-02 03:58","","","Clinical Research","","","Low","","","","","","","","","","","","2026-09-02 03:59","","","","","Offline Sources","INTEGRATION","AI GTM Command Center","2026-09-02 03:58","","Opportunity","","","","","","","","","","0.0","4.0","3.0","0.0","0.0","0.0","0.0","250.0","","3.0","0.0","0.0","","Offline Sources","INTEGRATION","AI GTM Command Center","","","","","","Scattered customer intelligence","","","","","","","","Integration","AI GTM Command Center","","","","","€10M–€50M","","","","","","","","","2026-09-02 03:58","","","","","","102500.0","","","","","","","","healthinsights.example.com","",""
"445777004774","","","","Cologne","","healthcare.example.com","","HealthCare","","Germany","","2026-09-02 03:58","","","","","COMP-017","2026-03-18","HealthCare develops products and services for organizations working in health analytics.","","","","","2026-09-02 03:58","","","2026-09-02 03:58","","","Health Analytics","","","High","","","","","","","","","","","","2026-09-02 03:59","","","","","Offline Sources","INTEGRATION","AI GTM Command Center","2026-09-02 03:58","","Opportunity","","","","","","","","","","0.0","6.0","4.0","0.0","0.0","0.0","0.0","250.0","","3.0","0.0","0.0","","Offline Sources","INTEGRATION","AI GTM Command Center","","","","","","Manual commercial reporting","","","","","","","","Integration","AI GTM Command Center","","","","","€10M–€50M","","","","","","","","","2026-09-02 03:58","","","","","","37000.0","","","","","","","","healthcare.example.com","",""
"445777004773","","","","Amsterdam","","healthbio.example.com","","HealthBio","","Netherlands","","2026-09-02 03:58","","","","","COMP-016","2026-04-30","HealthBio develops products and services for organizations working in health analytics.","","","","","2026-09-02 03:58","","","2026-09-02 03:58","","","Health Analytics","","","High","","","","","","","","","","","","2026-09-02 03:59","","","","","Offline Sources","INTEGRATION","AI GTM Command Center","2026-09-02 03:58","","Opportunity","","","","","","","","","","0.0","3.0","4.0","0.0","0.0","0.0","0.0","85.0","","3.0","0.0","0.0","","Offline Sources","INTEGRATION","AI GTM Command Center","","","","","","Time-consuming research workflows","","","","","","","","Integration","AI GTM Command Center","","","","","€1M–€10M","","","","","","","","","2026-09-02 03:58","","","","","","112000.0","","","","","","","","healthbio.example.com","",""
"445777004772","","","","Cologne","2026-09-02 03:58","healthanalytics.example.com","","HealthAnalytics","","Germany","","2026-09-02 03:58","","","","0.0","COMP-015","2025-09-01","HealthAnalytics develops products and services for organizations working in life sciences.","","","","","2026-09-02 03:58","","","2026-09-02 03:58","","","Life Sciences","","","High","","","","","","","","","","","","2026-09-02 03:59","","","","","Offline Sources","INTEGRATION","AI GTM Command Center","2026-09-02 03:58","","Customer","","","","","","","","","","0.0","5.0","2.0","0.0","0.0","0.0","0.0","25.0","","1.0","0.0","0.0","","Offline Sources","INTEGRATION","AI GTM Command Center","","","","","","Slow identification of market needs","","","","","7500.0","2026-09-01 20:00","","Integration","AI GTM Command Center","","","","","€1M–€10M","","","","","","","","","2026-09-02 03:58","","","","","","7500.0","7500.0","","","","","","","healthanalytics.example.com","",""
"445777004771","","","","Berlin","","curatechnologies.example.com","","CuraTechnologies","","Germany","","2026-09-02 03:58","","","","","COMP-014","2025-03-02","CuraTechnologies develops products and services for organizations working in pharmaceuticals.","","","","","2026-09-02 03:58","","","","","","Pharmaceuticals","","","High","","","","","","","","","","","","2026-09-02 03:59","","","","","Offline Sources","INTEGRATION","AI GTM Command Center","2026-09-02 03:58","","Lead","","","","","","","","","","0.0","2.0","","0.0","0.0","0.0","0.0","900.0","","0.0","0.0","0.0","","Offline Sources","INTEGRATION","AI GTM Command Center","","","","","","Manual commercial reporting","","","","","","","","Integration","AI GTM Command Center","","","","","€50M–€100M","","","","","","","","","2026-09-02 03:58","","","","","","","","","","","","","","curatechnologies.example.com","",""
"445777004770","","","","London","","curalabs.example.com","","CuraLabs","","United Kingdom","","2026-09-02 03:58","","","","","COMP-013","2025-12-13","CuraLabs develops products and services for organizations working in health analytics.","","","","","2026-09-02 03:58","","","","","","Health Analytics","","","High","","","","","","","","","","","","2026-09-02 03:59","","","","","Offline Sources","INTEGRATION","AI GTM Command Center","2026-09-02 03:58","","Lead","","","","","","","","","","0.0","3.0","","0.0","0.0","0.0","0.0","40.0","","0.0","0.0","0.0","","Offline Sources","INTEGRATION","AI GTM Command Center","","","","","","Manual commercial reporting","","","","","","","","Integration","AI GTM Command Center","","","","","€1M–€10M","","","","","","","","","2026-09-02 03:58","","","","","","","","","","","","","","curalabs.example.com","",""
"445777004769","","","","Cologne","2026-09-02 03:58","curaanalytics.example.com","","CuraAnalytics","","Germany","","2026-09-02 03:58","","","","0.0","COMP-012","2026-01-18","CuraAnalytics develops products and services for organizations working in pharmaceuticals.","","","","","2026-09-02 03:58","","","2026-09-02 03:58","","","Pharmaceuticals","","","High","","","","","","","","","","","","2026-09-02 03:59","","","","","Offline Sources","INTEGRATION","AI GTM Command Center","2026-09-02 03:58","","Customer","","","","","","","","","","0.0","5.0","2.0","0.0","0.0","0.0","0.0","2500.0","","1.0","0.0","0.0","","Offline Sources","INTEGRATION","AI GTM Command Center","","","","","","Slow identification of market needs","","","","","30000.0","2026-08-11 20:00","","Integration","AI GTM Command Center","","","","","€100M+","","","","","","","","","2026-09-02 03:58","","","","","","5000.0","30000.0","","","","","","","curaanalytics.example.com","",""
"445777004768","","","","London","","clintechnologies.example.com","","ClinTechnologies","","United Kingdom","","2026-09-02 03:58","","","","","COMP-011","2026-03-10","ClinTechnologies develops products and services for organizations working in biotechnology.","","","","","2026-09-02 03:58","","","2026-09-02 03:58","","","Biotechnology","","","Low","","","","","","","","","","","","2026-09-02 03:59","","","","","Offline Sources","INTEGRATION","AI GTM Command Center","2026-09-02 03:58","","Opportunity","","","","","","","","","","0.0","5.0","6.0","0.0","0.0","0.0","0.0","120.0","","5.0","0.0","0.0","","Offline Sources","INTEGRATION","AI GTM Command Center","","","","","","Time-consuming research workflows","","","","","","","","Integration","AI GTM Command Center","","","","","€10M–€50M","","","","","","","","","2026-09-02 03:58","","","","","","87500.0","","","","","","","","clintechnologies.example.com","",""
"445777004767","","","","Munich","","clinsystems.example.com","","ClinSystems","","Germany","","2026-09-02 03:58","","","","","COMP-010","2025-05-12","ClinSystems develops products and services for organizations working in health analytics.","","","","","2026-09-02 03:58","","","2026-09-02 03:58","","","Health Analytics","","","Medium","","","","","","","","","","","","2026-09-02 03:59","","","","","Offline Sources","INTEGRATION","AI GTM Command Center","2026-09-02 03:58","","Opportunity","","","","","","","","","","0.0","5.0","3.0","0.0","0.0","0.0","0.0","40.0","","3.0","0.0","0.0","","Offline Sources","INTEGRATION","AI GTM Command Center","","","","","","Time-consuming research workflows","","","","","","","","Integration","AI GTM Command Center","","","","","€1M–€10M","","","","","","","","","2026-09-02 03:58","","","","","","80000.0","","","","","","","","clinsystems.example.com","",""
"445777004766","","","","Amsterdam","","clininsights.example.com","","ClinInsights","","Netherlands","","2026-09-02 03:58","","","","","COMP-009","2025-03-22","ClinInsights develops products and services for organizations working in pharmaceuticals.","","","","","2026-09-02 03:58","","","2026-09-02 03:58","","","Pharmaceuticals","","","Low","","","","","","","","","","","","2026-09-02 03:59","","","","","Offline Sources","INTEGRATION","AI GTM Command Center","2026-09-02 03:58","","Opportunity","","","","","","","","","","0.0","3.0","1.0","0.0","0.0","0.0","0.0","25.0","","1.0","0.0","0.0","","Offline Sources","INTEGRATION","AI GTM Command Center","","","","","","Manual commercial reporting","","","","","","","","Integration","AI GTM Command Center","","","","","€1M–€10M","","","","","","","","","2026-09-02 03:58","","","","","","80000.0","","","","","","","","clininsights.example.com","",""
"445777004765","","","","Berlin","","clinanalytics.example.com","","ClinAnalytics","","Germany","","2026-09-02 03:58","","","","","COMP-008","2026-01-07","ClinAnalytics develops products and services for organizations working in digital health.","","","","","2026-09-02 03:58","","","2026-09-02 03:58","","","Digital Health","","","High","","","","","","","","","","","","2026-09-02 04:06","","","","","Offline Sources","INTEGRATION","AI GTM Command Center","2026-09-02 03:58","","Opportunity","","","","","","","","","","0.0","5.0","1.0","0.0","0.0","0.0","0.0","400.0","","1.0","0.0","0.0","","Offline Sources","INTEGRATION","AI GTM Command Center","","","","","","Fragmented customer and patient feedback","","","","","","","","Integration","AI GTM Command Center","","","","","€10M–€50M","","","","","","","","","2026-09-02 03:58","","","","","","45000.0","","","","","","","","clinanalytics.example.com","",""
"445777004764","","","","Amsterdam","","caretechnologies.example.com","","CareTechnologies","","Netherlands","","2026-09-02 03:58","","","","","COMP-007","2026-07-07","CareTechnologies develops products and services for organizations working in pharmaceuticals.","","","","","2026-09-02 03:58","","","2026-09-02 03:58","","","Pharmaceuticals","","","Medium","","","","","","","","","","","","2026-09-02 03:59","","","","","Offline Sources","INTEGRATION","AI GTM Command Center","2026-09-02 03:58","","Opportunity","","","","","","","","","","0.0","2.0","1.0","0.0","0.0","0.0","0.0","60.0","","1.0","0.0","0.0","","Offline Sources","INTEGRATION","AI GTM Command Center","","","","","","Slow identification of market needs","","","","","","","","Integration","AI GTM Command Center","","","","","€1M–€10M","","","","","","","","","2026-09-02 03:58","","","","","","7500.0","","","","","","","","caretechnologies.example.com","",""
"445777004763","","","","Berlin","","caresystems.example.com","","CareSystems","","Germany","","2026-09-02 03:58","","","","","COMP-006","2025-04-19","CareSystems develops products and services for organizations working in medical devices.","","","","","2026-09-02 03:58","","","","","","Medical Devices","","","Medium","","","","","","","","","","","","2026-09-02 03:59","","","","","Offline Sources","INTEGRATION","AI GTM Command Center","2026-09-02 03:58","","Lead","","","","","","","","","","0.0","2.0","","0.0","0.0","0.0","0.0","650.0","","0.0","0.0","0.0","","Offline Sources","INTEGRATION","AI GTM Command Center","","","","","","Manual commercial reporting","","","","","","","","Integration","AI GTM Command Center","","","","","€50M–€100M","","","","","","","","","2026-09-02 03:58","","","","","","","","","","","","","","caresystems.example.com","",""
"445777004762","","","","Amsterdam","","caresolutions.example.com","","CareSolutions","","Netherlands","","2026-09-02 03:58","","","","","COMP-005","2026-04-10","CareSolutions develops products and services for organizations working in digital health.","","","","","2026-09-02 03:58","","","","","","Digital Health","","","High","","","","","","","","","","","","2026-09-02 03:59","","","","","Offline Sources","INTEGRATION","AI GTM Command Center","2026-09-02 03:58","","Lead","","","","","","","","","","0.0","1.0","","0.0","0.0","0.0","0.0","40.0","","0.0","0.0","0.0","","Offline Sources","INTEGRATION","AI GTM Command Center","","","","","","Slow identification of market needs","","","","","","","","Integration","AI GTM Command Center","","","","","€1M–€10M","","","","","","","","","2026-09-02 03:58","","","","","","","","","","","","","","caresolutions.example.com","",""
"445777004761","","","","Amsterdam","","careresearch.example.com","","CareResearch","","Netherlands","","2026-09-02 03:58","","","","","COMP-004","2026-07-04","CareResearch develops products and services for organizations working in healthcare technology.","","","","","","","","","","","MedTech/Health","","","High","","","","","","","","","","","","2026-09-02 03:58","","","","","","","","","","Lead","","","","","","","","","","0.0","0.0","","0.0","0.0","0.0","0.0","1400.0","","0.0","","","","","","","","","","","","Limited visibility into customer journeys","","","","","","","","Integration","AI GTM Command Center","","","","","€100M+","","","","","","","","","","","","","","","","","","","","","","","careresearch.example.com","",""
"445777004760","","","","Paris","","biosystems.example.com","","BioSystems","","France","","2026-09-02 03:58","","","","","COMP-003","2026-04-25","BioSystems develops products and services for organizations working in life sciences.","","","","","2026-09-02 03:58","","","","","","Life Sciences","","","Medium","","","","","","","","","","","","2026-09-02 03:59","","","","","Offline Sources","INTEGRATION","AI GTM Command Center","2026-09-02 03:58","","Lead","","","","","","","","","","0.0","4.0","","0.0","0.0","0.0","0.0","250.0","","0.0","0.0","0.0","","Offline Sources","INTEGRATION","AI GTM Command Center","","","","","","Scattered customer intelligence","","","","","","","","Integration","AI GTM Command Center","","","","","€10M–€50M","","","","","","","","","2026-09-02 03:58","","","","","","","","","","","","","","biosystems.example.com","",""
"445777004759","","","","London","2026-09-02 03:58","biolabs.example.com","","BioLabs","","United Kingdom","","2026-09-02 03:58","","","","0.0","COMP-002","2025-06-13","BioLabs develops products and services for organizations working in life sciences.","","","","","2026-09-02 03:58","","","2026-09-02 03:58","","","Life Sciences","","","High","","","","","","","","","","","","2026-09-02 04:06","","","","","Offline Sources","INTEGRATION","AI GTM Command Center","2026-09-02 03:58","","Customer","","","","","","","","","","0.0","3.0","3.0","0.0","0.0","0.0","0.0","25.0","","2.0","0.0","0.0","","Offline Sources","INTEGRATION","AI GTM Command Center","","","","","","Fragmented customer and patient feedback","","","","","22000.0","2026-08-26 20:00","","Integration","AI GTM Command Center","","","","","€1M–€10M","","","","","","","","","2026-09-02 03:58","","","","","","60000.0","22000.0","","","","","","","biolabs.example.com","",""
"445869176026","","","","Amsterdam","","biobio.example.com","","BioBio","","Netherlands","","2026-09-02 03:56","","","","","COMP-001","2025-05-22","BioBio develops products and services for organizations working in clinical research.","","","","","2026-09-02 03:58","","","","","","Clinical Research","","","High","","","","","","","","","","","","2026-09-02 03:59","","","","","Offline Sources","INTEGRATION","AI GTM Command Center","2026-09-02 03:58","","Lead","","","","","","","","","","0.0","2.0","","0.0","0.0","0.0","0.0","900.0","","0.0","0.0","0.0","","Offline Sources","INTEGRATION","AI GTM Command Center","","","","","","Scattered customer intelligence","","","","","","","","Integration","AI GTM Command Center","","","","","€50M–€100M","","","","","","","","","2026-09-02 03:58","","","","","","","","","","","","","","biobio.example.com","",""
"445830074567","","","","","","hubspot.com","","HubSpot","","","","2026-09-02 03:03","","","","","","","","","","","","2026-09-02 03:03","","","","","","","true","","","","","","","","2026-09-05 03:03","2026-09-05 03:03","2026-09-05 03:03","","2026-09-02 03:03","2026-09-02 00:03","2026-09-05 03:05","","","","","Offline Sources","API","sample-contact","2026-09-02 03:03","","Lead","","","","https://na1.hubspot-logos.com/f38de248-ee79-4039-a614-999d64f54c95","","","","","","0.0","2.0","","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","6.0","Offline Sources","API","sample-contact","","","","","","","","","","","","","","CRM Setting","""Create and associate companies with contacts"" setting","","","","","","","","","","","","","","2026-09-02 03:03","","","","","","","","","","","","","","hubspot.com","",""
